1:1	سمو ءله رحم رحم
6:123	جعل کلل قری کبر جرم مکر مکر نفس شعر
6:124	جیء ءیی قول ءمن ءتی مثل ءتی رسل ءله ءله علم حیث جعل رسل صوب جرم صغر عند ءله عذب شدد کون مکر
6:125	رود ءله هدی شرح صدر سلم رود ضلل جعل صدر ضیق حرج صعد سمو جعل ءله رجس ءمن
6:126	صرط ربب قوم فصل ءیی قوم ذکر
6:127	دور سلم عند ربب ولی کون عمل
6:128	یوم حشر جمع عشر جنن کثر ءنس قول ولی ءنس ربب متع بعض بعض بلغ ءجل ءجل قول نور ثوی خلد شیء ءله ربب حکم علم
6:129	ولی بعض ظلم بعض کون کسب
6:130	عشر جنن ءنس ءتی رسل قصص ءیی نذر لقی یوم قول شهد نفس غرر حیی دنو شهد نفس کون کفر
6:131	کون ربب هلک قری ظلم ءهل غفل
6:132	کلل درج عمل ربب غفل عمل
6:133	ربب غنی ذوی رحم شیء ذهب خلف بعد شیء نشء ذرر قوم ءخر
6:134	وعد ءتی عجز
6:135	قول قوم عمل کون عمل علم کون عقب دور فلح ظلم
6:136	جعل ءله ذرء حرث نعم نصب قول ءله زعم شرک کون شرک وصل ءله کون ءله وصل شرک سوء حکم
6:137	زین کثر شرک قتل ولد شرک ردی لبس دین شیء ءله فعل وذر فری
6:138	قول نعم حرث حجر طعم شیء زعم نعم حرم ظهر نعم ذکر سمو ءله فری جزی کون فری
6:139	قول بطن نعم خلص ذکر حرم زوج کون موت شرک جزی وصف حکم علم
6:140	خسر قتل ولد سفه غیر علم حرم رزق ءله فری ءله ضلل کون هدی
6:141	نشء جنن عرش غیر عرش نخل زرع خلف ءکل زیت رمن شبه غیر شبه ءکل ثمر ثمر ءتی حقق یوم حصد سرف حبب سرف
6:142	نعم حمل فرش ءکل رزق ءله تبع خطو شطن عدو بین
6:143	ثمن زوج ضءن ثنی معز ثنی قول ذکر حرم ءنث شمل رحم ءنث نبء علم کون صدق
6:144	ءبل ثنی بقر ثنی قول ذکر حرم ءنث شمل رحم ءنث کون شهد وصی ءله ظلم فری ءله کذب ضلل ءنس غیر علم ءله هدی قوم ظلم
6:145	قول وجد وحی حرم طعم طعم کون موت دمو سفح لحم خنزر رجس فسق هلل غیر ءله ضرر غیر بغی عدو ربب غفر رحم
6:146	هود حرم کلل ذوی ظفر بقر غنم حرم شحم حمل ظهر حوی خلط عظم جزی بغی صدق
6:147	کذب قول ربب ذوی رحم وسع ردد بءس قوم جرم
6:148	قول شرک شیء ءله شرک ءبو حرم شیء کذب قبل ذوق بءس قول عند علم خرج تبع ظنن خرص
6:149	قول ءله حجج بلغ شیء هدی جمع
6:150	قول هلم شهد شهد ءله حرم شهد شهد تبع هوی کذب ءیی ءمن ءخر ربب عدل
6:151	قول علو تلو حرم ربب شرک شیء ولد حسن قتل ولد ملق رزق قرب فحش ظهر بطن قتل نفس حرم ءله حقق وصی عقل
6:152	قرب مول یتم حسن بلغ شدد وفی کیل وزن قسط کلف نفس وسع قول عدل کون ذوی قرب عهد ءله وفی وصی ذکر
6:153	صرط قوم تبع تبع سبل فرق سبل وصی وقی
6:154	ءتی وسی کتب تمم حسن فصل کلل شیء هدی رحم لقی ربب ءمن
6:155	کتب نزل برک تبع وقی رحم
6:156	قول نزل کتب طوف قبل کون درس غفل
6:157	قول نزل کتب کون هدی جیء بین ربب هدی رحم ظلم کذب ءیی ءله صدف جزی صدف ءیی سوء عذب کون صدف
6:158	نظر ءتی ملک ءتی ربب ءتی بعض ءیی ربب یوم ءتی بعض ءیی ربب نفع نفس ءمن کون ءمن قبل کسب ءمن خیر قول نظر نظر
6:159	فرق دین کون شیع لیس شیء ءمر ءله نبء کون فعل
6:160	جیء حسن عشر مثل جیء سوء جزی مثل ظلم
6:161	قول هدی ربب صرط قوم دین قوم ملل برهم حنف کون شرک
6:162	قول صلو نسک حیی موت ءله ربب علم
6:163	شرک ءمر ءول سلم
6:164	قول غیر ءله بغی ربب ربب کلل شیء کسب کلل نفس وزر وزر وزر ءخر ربب رجع نبء کون خلف
6:165	جعل خلف ءرض رفع بعض فوق بعض درج بلو ءتی ربب سرع عقب غفر رحم
7:1	NA
7:2	کتب نزل کون صدر حرج نذر ذکر ءمن
7:3	تبع نزل ربب تبع دون ولی قلل ذکر
7:4	قری هلک جیء بءس بیت قیل
7:5	کون دعو جیء بءس قول کون ظلم
7:6	سءل رسل سءل رسل
7:7	قصص علم کون غیب
7:8	وزن یوم حقق ثقل وزن فلح
7:9	خفف وزن خسر نفس کون ءیی ظلم
7:10	مکن ءرض جعل عیش قلل شکر
7:11	خلق صور قول ملک سجد ءدم سجد بلس کون سجد
7:12	قول منع سجد ءمر قول خیر خلق نور خلق طین
7:13	قول هبط کون کبر خرج صغر
7:14	قول نظر یوم بعث
7:15	قول نظر
7:16	قول غوی قعد صرط قوم
7:17	ءتی بین یدی خلف یمن شمل وجد کثر شکر
7:18	قول خرج ذءم دحر تبع ملء جهنم جمع
7:19	ءدم سکن زوج جنن ءکل حیث شیء قرب شجر کون ظلم
7:20	وسوس شطن بدو وری سوء قول نهی ربب شجر کون ملک کون خلد
7:21	قسم نصح
7:22	دلو غرر ذوق شجر بدو سوء طفق خصف ورق جنن ندو ربب نهی شجر قول شطن عدو بین
7:23	قول ربب ظلم نفس غفر رحم کون خسر
7:24	قول هبط بعض بعض عدو ءرض قرر متع حین
7:25	قول حیی موت خرج
7:26	بنو ءدم نزل لبس وری سوء ریش لبس وقی خیر ءیی ءله ذکر
7:27	بنو ءدم فتن شطن خرج ءبو جنن نزع لبس رءی سوء رءی قبل حیث رءی جعل شطن ولی ءمن
7:28	فعل فحش قول وجد ءبو ءله ءمر قول ءله ءمر فحش قول ءله علم
7:29	قول ءمر ربب قسط قوم وجه عند کلل سجد دعو خلص دین بدء عود
7:30	فرق هدی فرق حقق ضلل ءخذ شطن ولی دون ءله حسب هدی
7:31	بنو ءدم ءخذ زین عند کلل سجد ءکل شرب سرف حبب سرف
7:32	قول حرم زین ءله خرج عبد طیب رزق قول ءمن حیی دنو خلص یوم قوم فصل ءیی قوم علم
7:33	قول حرم ربب فحش ظهر بطن ءثم بغی غیر حقق شرک ءله نزل سلط قول ءله علم
7:34	کلل ءمم ءجل جیء ءجل ءخر سوع قدم
7:35	بنو ءدم ءتی رسل قصص ءیی وقی صلح خوف حزن
7:36	کذب ءیی کبر صحب نور خلد
7:37	ظلم فری ءله کذب کذب ءیی نیل نصب کتب جیء رسل وفی قول ءین کون دعو دون ءله قول ضلل شهد نفس کون کفر
7:38	قول دخل ءمم خلو قبل جنن ءنس نور کلل دخل ءمم لعن ءخو درک جمع قول ءخر ءول ربب ضلل ءتی عذب ضعف نور قول کلل ضعف علم
7:39	قول ءول ءخر کون فضل ذوق عذب کون کسب
7:40	کذب ءیی کبر فتح بوب سمو دخل جنن ولج جمل سمم خیط جزی جرم
7:41	جهنم مهد فوق غشو جزی ظلم
7:42	ءمن عمل صلح کلف نفس وسع صحب جنن خلد
7:43	نزع صدر غلل جری تحت نهر قول حمد ءله هدی کون هدی هدی ءله جیء رسل ربب حقق ندو جنن ورث کون عمل
7:44	ندو صحب جنن صحب نور وجد وعد ربب حقق وجد وعد ربب حقق قول ءذن ءذن بین لعن ءله ظلم
7:45	صدد سبل ءله بغی عوج ءخر کفر
7:46	بین حجب عرف رجل عرف کلل سوم ندو صحب جنن سلم دخل طمع
7:47	صرف بصر لقی صحب نور قول ربب جعل قوم ظلم
7:48	ندو صحب عرف رجل عرف سوم قول غنی جمع کون کبر
7:49	قسم نیل ءله رحم دخل جنن خوف حزن
7:50	ندو صحب نور صحب جنن فیض موه رزق ءله قول ءله حرم کفر
7:51	ءخذ دین لهو لعب غرر حیی دنو یوم نسی نسی لقی یوم کون ءیی جحد
7:52	جیء کتب فصل علم هدی رحم قوم ءمن
7:53	نظر ءول یوم ءتی ءول قول نسی قبل جیء رسل ربب حقق شفع شفع ردد عمل غیر کون عمل خسر نفس ضلل کون فری
7:54	ربب ءله خلق سمو ءرض ستت یوم سوو عرش غشو لیل نهر طلب حثث شمس قمر نجم سخر ءمر خلق ءمر برک ءله ربب علم
7:55	دعو ربب ضرع خفی حبب عدو
7:56	فسد ءرض بعد صلح دعو خوف طمع رحم ءله قرب حسن
7:57	رسل روح بشر بین یدی رحم قلل سحب ثقل سوق بلد موت نزل موه خرج کلل ثمر خرج موت ذکر
7:58	بلد طیب خرج نبت ءذن ربب خبث خرج نکد صرف ءیی قوم شکر
7:59	رسل نوح قوم قول قوم عبد ءله ءله غیر خوف عذب یوم عظم
7:60	قول ملء قوم رءی ضلل بین
7:61	قول قوم لیس ضلل رسل ربب علم
7:62	بلغ رسل ربب نصح علم ءله علم
7:63	عجب جیء ذکر ربب رجل نذر وقی رحم
7:64	کذب نجو فلک غرق کذب ءیی کون قوم عمی
7:65	عود ءخو هود قول قوم عبد ءله ءله غیر وقی
7:66	قول ملء کفر قوم رءی سفه ظنن کذب
7:67	قول قوم لیس سفه رسل ربب علم
7:68	بلغ رسل ربب نصح ءمن
7:69	عجب جیء ذکر ربب رجل نذر ذکر جعل خلف بعد قوم نوح زید خلق بسط ذکر ءلی ءله فلح
7:70	قول جیء عبد ءله وحد وذر کون عبد ءبو ءتی وعد کون صدق
7:71	قول وقع ربب رجس غضب جدل سمو سمو ءبو نزل ءله سلط نظر نظر
7:72	نجو رحم قطع دبر کذب ءیی کون ءمن
7:73	ثمد ءخو صلح قول قوم عبد ءله ءله غیر جیء بین ربب نوق ءله ءیی وذر ءکل ءرض ءله مسس سوء ءخذ عذب ءلم
7:74	ذکر جعل خلف بعد عود بوء ءرض ءخذ سهل قصر نحت جبل بیت ذکر ءلی ءله عثو ءرض فسد
7:75	قول ملء کبر قوم ضعف ءمن علم صلح رسل ربب قول رسل ءمن
7:76	قول کبر ءمن کفر
7:77	عقر نوق عتو ءمر ربب قول صلح ءتی وعد کون رسل
7:78	ءخذ رجف صبح دور جثم
7:79	ولی قول قوم بلغ رسل ربب نصح حبب نصح
7:80	لوط قول قوم ءتی فحش سبق وحد علم
7:81	ءتی رجل شهو دون نسو قوم سرف
7:82	کون جوب قوم قول خرج قری ءنس طهر
7:83	نجو ءهل مرء کون غبر
7:84	مطر مطر نظر کون عقب جرم
7:85	مدن ءخو شعب قول قوم عبد ءله ءله غیر جیء بین ربب وفی کیل وزن بخس ءنس شیء فسد ءرض بعد صلح خیر کون ءمن
7:86	قعد کلل صرط وعد صدد سبل ءله ءمن بغی عوج ذکر کون قلل کثر نظر کون عقب فسد
7:87	کون طوف ءمن رسل طوف ءمن صبر حکم ءله بین خیر حکم
7:88	قول ملء کبر قوم خرج شعب ءمن قری عود ملل قول کون کره
7:89	فری ءله کذب عود ملل بعد نجو ءله کون عود شیء ءله ربب وسع ربب کلل شیء علم ءله وکل ربب فتح بین بین قوم حقق خیر فتح
7:90	قول ملء کفر قوم تبع شعب خسر
7:91	ءخذ رجف صبح دور جثم
7:92	کذب شعب غنی کذب شعب کون خسر
7:93	ولی قول قوم بلغ رسل ربب نصح ءسی قوم کفر
7:94	رسل قری نبو ءخذ ءهل بءس ضرر ضرع
7:95	بدل کون سوء حسن عفو قول مسس ءبو ضرر سرر ءخذ بغت شعر
7:96	ءهل قری ءمن وقی فتح برک سمو ءرض کذب ءخذ کون کسب
7:97	ءمن ءهل قری ءتی بءس بیت نوم
7:98	ءمن ءهل قری ءتی بءس ضحو لعب
7:99	ءمن مکر ءله ءمن مکر ءله قوم خسر
7:100	هدی ورث ءرض بعد ءهل شیء صوب ذنب طبع قلب سمع
7:101	قری قصص نبء جیء رسل بین کون ءمن کذب قبل طبع ءله قلب کفر
7:102	وجد کثر عهد وجد کثر فسق
7:103	بعث بعد وسی ءیی فرعن ملء ظلم نظر کون عقب فسد
7:104	قول وسی فرعن رسل ربب علم
7:105	حقق قول ءله حقق جیء بین ربب رسل بنو
7:106	قول کون جیء ءیی ءتی کون صدق
7:107	لقی عصو ثعب بین
7:108	نزع یدی بیض نظر
7:109	قول ملء قوم فرعن سحر علم
7:110	رود خرج ءرض ذوی ءمر
7:111	قول رجا ءخو رسل مدن حشر
7:112	ءتی کلل سحر علم
7:113	جیء سحر فرعن قول ءجر کون غلب
7:114	قول قرب
7:115	قول وسی لقی کون لقی
7:116	قول لقی لقی سحر عین ءنس رهب جیء سحر عظم
7:117	وحی وسی لقی عصو لقف ءفک
7:118	وقع حقق بطل کون عمل
7:119	غلب قلب صغر
7:120	لقی سحر سجد
7:121	قول ءمن ربب علم
7:122	ربب وسی هرن
7:123	قول فرعن ءمن قبل ءذن مکر مکر مدن خرج ءهل علم
7:124	قطع یدی رجل خلف صلب جمع
7:125	قول ربب قلب
7:126	نقم ءمن ءیی ربب جیء ربب فرغ صبر وفی سلم
7:127	قول ملء قوم فرعن وذر وسی قوم فسد ءرض وذر ءله قول قتل بنو حیی نسو فوق قهر
7:128	قول وسی قوم عون ءله صبر ءرض ءله ورث شیء عبد عقب وقی
7:129	قول ءذی قبل ءتی بعد جیء قول عسی ربب هلک عدو خلف ءرض نظر عمل
7:130	ءخذ ءول فرعن سنو نقص ثمر ذکر
7:131	جیء حسن قول صوب سوء طیر وسی طیر عند ءله کثر علم
